FSO_Att,RFL_Att,AbsoluteHumidity,AbsoluteHumidityMax,AbsoluteHumidityMin,Distance,Frequency,Particulate,ParticulateMax,ParticulateMin,RainIntensity,RainIntensityMax,RainIntensityMin,RelativeHumidity,SYNOPCode,Temperature,TemperatureDifference,TemperatureMax,TemperatureMin,Time,Visibility,VisibilityMax,VisibilityMin,WindDirection,WindSpeed,WindSpeedMax,WindSpeedMin
3.555870216,11.0164833789942,4.011053064,4.03230319439822,3.63525297502704,2021.632953,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,20.318668838155,0,22.29581337,-0.16,23.5910050756754,21.1500431606771,20,23956.24049,24818.7191550394,23076.7477135228,92.0762176525887,0.097967553,1.630428036,0.0898636615206252
4.029148622,12.5373846078483,6.27001939,6.45258143917617,6.01058325075664,2012.189662,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,36.6681198781964,0,19.82247574,-0.37,21.0952605764417,18.2689634254482,13,74996.99931,79582.2115426558,68391.7225705796,97.4707786252127,0.744241411,1.17313514,0.692217277064028
5.69789595,15.9715614082072,8.42938503,8.65390176227086,8.37624345586021,2016.127498,73500000000,146.8846561,149.300630340332,134.654428790392,1.089168562,1.13426863552779,1.0189424058337,95.8042110327166,6,8.972664004,0.0,9.41795412354903,8.76239241248798,4,6959.028773,7642.45939880606,6559.90187681058,46.5994797848562,0.464560017,4.294338455,0.462140270549924
11.73116298,7.41967719530667,17.61913945,19.0780395540249,16.5615480444628,2113.220595,73500000000,29.89361318,31.9343785520645,28.116720159985,0.601317487,0.651741500999646,0.578436304502777,86.8479202617241,6,22.77155711,-0.74,24.5874972711432,21.4792825556508,21,23481.50436,24184.6525542111,22092.5095179697,91.4221106066658,1.970793188,3.126028587,1.81113807896412
4.094981142,11.811042583765,5.524061379,5.73181473655846,5.3597001189045,4824.207387,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,75.9434372491841,0,6.032987753,0.3,6.20986756572644,5.74070771193353,1,46201.2446,50337.1999734172,45728.0735302673,84.6331575543694,0.0,0.0,0.0
10.10944719,10.6533220022537,15.05752789,15.9139562191245,14.4023944413618,3969.382699,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,42.6961165536631,0,32.79578901,0.35,35.5312604424938,30.3648380202591,5,25781.4845,26761.5703839508,24235.7632542539,34.2271775684951,0.342504567,0.989964181,0.334996440014736
3.556224707,15.2386207124357,10.27439729,10.7508111502764,9.43199067907799,2014.638104,83500000000,30.49727878,33.5429386074958,27.9214479927241,0.398092892,0.405860220222458,0.393649101308261,92.5703053955069,6,12.65904442,-0.4,13.7510160887464,12.3083767159284,3,20144.53462,22058.9655304557,19471.4563444842,36.1533561802615,0.044936031,0.12173938,0.0405616175476738
6.43179065,12.7099578685984,8.809919235,8.86155870855882,8.23295329292335,2015.402076,73500000000,168.606609,183.131399241997,164.658060151579,0.0,0.0,0.0,99.2837210207744,6,9.105318909,-0.2,9.36192941284987,8.575566244224,2,5449.216178,5521.22256080547,5185.11658720174,90.9981738554526,0.627503205,7.273707499,0.624679306762891
2.760047826,12.6919570560573,9.503929635,9.80205604548426,8.87595990833204,2012.639239,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,46.6670666161401,0,22.83857267,-1.08,23.5794304602809,20.8517029068586,17,37542.8179,41056.7814908718,35740.4901291355,88.7057216687087,2.578542768,3.190828379,2.39757584145019
3.590780282,13.2080080746469,13.6909524,14.5743454867784,13.3812441450615,2020.072267,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,61.0774854203278,0,24.52429009,-0.42,24.6976843230959,23.1519287517007,14,12953.95676,14221.6674890193,12583.5973199333,83.6666048911568,1.26133427,1.721537463,1.14885596748322
7.580112888,5.96288627931927,13.03062743,13.4496446030287,11.9521357146175,2959.816144,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,62.6937972640149,0,23.19476533,-0.1,24.3554624053561,23.0568294530511,2,54805.03085,56063.4576869368,52809.6507434742,99.9180240999791,0.061329273,0.136883701,0.058960439538269
8.00265771,20.5406890337385,10.41724331,10.7857448465005,10.3063468105667,2015.16075,73500000000,175.0602988,187.451092039961,169.435735843923,2.86830053,3.08379295560947,2.85338083518536,94.1107089424236,6,12.61561775,-0.4,12.6900029147438,11.8157779928029,21,3570.610175,3670.05784316203,3409.60347064412,90.591684742074,0.0,1.739988318,0.0
2.980609034,12.2201607759694,5.407371896,5.72793552373212,4.90126567125418,2016.987097,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,94.6759078326896,0,2.397483028,-0.135,2.63397600649013,2.22552682230926,3,4822.265402,5196.55589510434,4593.24435298518,90.5028424036673,0.0,0.0,0.0
8.362530859,11.9551671271579,3.937787891,4.25610832038199,3.77774435635824,4821.506257,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,76.7017204717118,0,0.829151759,0.6,0.851340602920664,0.775262411291905,9,41742.13275,44424.9132205347,41366.4422017883,32.2890427352258,0.404760371,0.674335512,0.375584977413073
6.600426518,5.39746925186631,15.53293938,17.0507970721238,14.1645171886435,2964.587805,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,87.8204848763943,0,20.40012428,-0.37,21.871205069801,20.2866145533613,14,43388.62677,44566.7955479009,40636.0027722215,94.8217536220535,0.183528959,0.803251881,0.173159114902421
19.39937586,24.941521547003,20.83351633,22.323641368918,19.3966202578358,2118.585903,73500000000,305.0159383,318.643698356034,293.220771100974,19.44511246,20.7821670312364,18.5737107333688,90.2569930782157,6,25.04376759,0.57,25.9461702206405,22.7091551517881,9,596.1943496,623.559493574493,550.55803239042,97.1633677830158,0.0,0.0,0.0
6.570922797,11.3320563675485,4.512004383,4.77172051954853,4.12392952477739,4823.06359,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,79.5621732840467,0,2.292376527,-0.105,2.50005593195472,2.19626254528781,22,66693.60823,73187.3680951821,62726.6829559154,54.587859071987,0.493953078,0.810986602,0.456593620907035
10.56157177,13.3909608198798,10.1115269,11.0634277609276,9.95765931688153,2017.012471,83500000000,175.9363812,184.331312709882,161.876615059748,0.0,0.0,0.0,97.1489782977683,6,11.62816343,-0.1,12.3281210827808,11.0876564106281,15,4673.803081,4798.65251170515,4627.51385867971,96.2238309692162,0.17143714,10.9084497,0.155780441941946
3.07058528,12.8690427042667,7.184166046,7.74120267407338,6.73490224686999,2014.846417,83500000000,28.42287836,31.2025235778219,27.1386206800069,0.082569837,0.0883796363009152,0.0743419080155323,68.0788579565348,8,11.84855601,-0.7,12.5903331544473,10.7216809308091,21,20561.06612,20766.5232431399,20256.3676243975,93.9755012824788,1.516773071,3.567047119,1.3981114318725
11.1027033,19.1424475052837,6.333885169,6.65837002068386,5.90007876661484,4818.427271,73500000000,122.3970798,134.042671303853,121.222995671778,1.236173614,1.34645339196,1.16491461405207,92.0244061596488,6,5.192417932,0.3,5.61598540841783,4.87556229158777,19,8761.625987,9269.04728997455,8475.01955102211,94.0277303309972,1.323549003,2.554794161,1.29123763376135
7.448238893,11.9706322845193,4.698051259,4.75742633042638,4.38138114894912,4825.014679,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,79.7991285847929,6,2.847490364,-0.4,3.05212117660151,2.61493039841987,7,40196.19097,41962.7500451186,37472.7919863648,106.508458702078,0.407389024,0.714387127,0.38207907494673
1.493208182,12.1072423033096,7.115360371,7.81817186087679,6.75616540442358,4824.763138,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,62.2020227508496,0,13.14622814,-0.05,13.6832133261579,12.8221313817573,14,74996.14893,78319.0068923956,69757.8359642774,76.3962865204888,0.405219957,2.253263888,0.38830461493956
9.186046791,10.8173467826781,21.37894663,21.7761995999938,20.9646101706572,3969.183102,73500000000,9.17916541,10.0175849391142,8.89189287232353,0.0,0.0,0.0,90.5749335028514,0,25.44088094,0.4,26.7699900478567,25.08567055602,13,10434.31608,11464.5222261364,10359.9546776731,100.846340192648,0.921548134,1.530576012,0.885386122822019
7.376562334,11.7242326992261,4.346848856,4.66299648098657,4.25762697641386,4821.710916,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,69.603061221756,0,3.727817806,0.4,3.94750906305822,3.45914804914765,3,75000.84733,79766.2920397432,71995.2338120377,42.2795660489204,0.595028822,4.273602559,0.555369092218169
7.792336884,9.97545540874126,17.02733982,18.3560414570137,16.098169167182,3967.463579,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,58.2057309208314,0,29.32071689,1.06,29.5436452690373,29.034796958941,2,19403.68759,21030.3931441494,18123.1691732842,127.985429665899,1.347611906,3.35046839,1.24211761727385
10.066008,4.01368223916208,11.14595369,11.6295524302296,10.6268852032894,2962.598789,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,88.9942622532239,0,14.62080757,-0.1,15.59371490415,14.3871784633383,14,54078.91262,57478.561207445,51186.9328308392,95.6114660975616,0.013099657,0.024403139,0.0121623151533615
7.536721949,10.8744948765388,21.69582808,22.9326004436473,20.3772527316135,3963.727984,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,70.0252965895113,0,30.37862682,-0.1,32.858569642441,29.2989683057811,17,21554.90955,22528.0766314892,21462.3086994512,39.3844119605865,3.263815151,4.438098747,2.98342225968963
2.376781674,11.6067625481377,6.555317655,7.14894633470435,6.34177347597532,2014.476278,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,48.423222606775,0,15.90043839,-1.16,16.7996465366008,15.3992315779731,16,31941.12204,31948.7839531624,30676.4596146013,111.714391828538,0.613929397,5.010189209,0.590906316154194
4.96858967,14.120147876403,6.981164398,6.9817227436881,6.58052667630633,4820.930787,83500000000,55.19059328,56.6285304335297,51.3004985882438,0.145193683,0.149537142549906,0.139527045761342,79.6066331909533,6,8.921094368,-0.57,8.99421656792171,8.52083278290403,16,27401.2891,29208.2968682611,25117.4392946653,91.2314148532595,1.182241325,2.181562911,1.09429321963404
3.82907939,12.0370579496114,5.839156103,6.06306499560819,5.32890162442201,4819.187998,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,90.699362584766,0,4.183787033,0.448,4.43248382607532,4.06221627376906,5,22509.42258,22543.4162902558,20692.7753380966,50.7191249401081,0.0,1.769404345,0.0
2.252178185,14.1251736988196,13.32355499,14.3936736788051,12.585636953771,2013.636288,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,93.8177936084208,0,16.69459036,-0.2,18.0908875757304,15.4024758045393,1,16048.28169,16404.5722130232,15060.6053736039,91.4323632740639,0.217651912,0.430063311,0.205995243969046
9.400479542,3.10508591714258,8.653216808,9.31901443718232,8.62319682059714,2961.785027,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,80.3659626944424,0,12.17112246,0.32,12.2303327452248,12.0726785061444,13,58906.96185,64037.1271389792,56995.5041454834,78.2591667432267,0.11675044,0.201135708,0.111256276728823
6.390324326,9.33670238446718,20.63982579,21.3631197407273,20.098422171613,2960.456153,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,67.1868525642322,0,30.22116495,0.89,30.3775637249329,27.5158866561307,3,56378.33235,60727.5025592089,55643.755584216,93.5958177041667,1.150374868,3.286716135,1.10954674691351
2.750801319,11.6632305509101,3.77315255,3.8487726432853,3.48793071390811,2019.872175,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,55.6449303088908,0,4.966180834,0.061,5.28493374388863,4.82433252151176,8,52173.13048,53926.5325461079,49521.4029479543,90.9318329771683,0.433873094,1.18435204,0.4103004638492
2.553794577,13.4618684143994,9.756460774,10.4386784176664,9.13890869936032,2012.671378,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,84.7648104672025,0,13.24623365,0.5,14.2368153462334,12.1199439237679,4,74999.49168,80477.2708911401,67894.537685298,90.8014698744477,1.356320488,1.726124798,1.28202395519889
6.493080281,17.5401751608187,8.851288112,9.61316357380628,8.68923747592735,2015.341367,73500000000,166.8938325,168.919662907555,162.145659184578,1.382897966,1.5011808807248,1.25484387469044,99.4880387375162,6,9.146475578,-0.14,9.66994910829623,8.28118736425494,2,4846.219535,4926.31556642382,4419.24259778938,91.0670649136295,2.804585971,6.858485267,2.6360529858358
8.584167893,12.899946828333,5.947848135,6.01975678308249,5.716024256102,4821.742313,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,90.9924933086133,0,4.412721141,0.7,4.54771508817978,4.06354145702367,20,62722.75284,66351.36465016,59278.0280990146,90.3031685814421,1.462083628,2.813114393,1.45351385693821
11.49895603,14.0735881370275,5.229419425,5.57819195611991,5.01886315680496,4825.391383,73500000000,10.18401825,10.6398443692005,10.0886429690138,0.050452645,0.0504888327479917,0.0478377549690399,93.7185797674427,6,2.052948843,0.1,2.15537438995767,2.01096727630591,9,50677.94842,51971.1235644354,47361.0957549408,90.3214351763252,0.846243281,1.694419626,0.836795104944123
10.2453935,2.90413662603793,7.899518074,7.92398209682652,7.54982920795379,2963.269597,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,69.2749336904841,0,13.09529668,-0.6,13.4819485892744,11.8858679709779,13,67458.12816,72443.0098551671,67304.7072310112,97.3534026586932,0.040183224,0.078543743,0.0373969800468339
8.1651529,11.2918950395824,3.877081415,4.01186420823027,3.76490563680611,4821.493476,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,79.6933598046909,0,0.045507733,0.3,0.0463340357726838,0.0435608003389712,10,19836.11481,21200.309179869,19443.3362408976,85.1539741996819,0.884737309,3.459203524,0.857929704112687
6.613164332,9.58144039214133,21.03908855,22.2385574139936,19.0586955424875,2962.318778,83500000000,15.90852042,16.6123184188158,15.6783138737618,0.14935473,0.153966617231385,0.137626856828739,81.2065485280803,6,27.11095713,0.96,29.0819314651273,26.8779147340834,2,27518.60524,30079.3192745626,25946.4798947149,89.616765853255,0.0,1.596646007,0.0
14.44602523,11.2981272944368,4.108334768,4.25534596471744,4.10238630935858,4825.809086,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,88.9484950117338,0,-0.706113699,-0.6,-0.695283557333974,-0.721652348046643,6,16398.87796,16515.0503640796,15054.7194202796,57.6591913084088,0.293925269,0.450352329,0.271821253185727
8.109388433,6.51541491170214,18.96230875,20.5069166707638,17.9827462938947,2121.435039,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,86.2427028059655,0,24.18328599,-0.1,25.8663920432173,22.1739986617024,17,26199.83684,26978.4465421577,24486.9136160587,90.5588675122284,0.790944099,2.294616689,0.71212993392364
8.892185422,10.6513526332672,21.14923019,21.8342384041179,19.6016226724444,3965.224426,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,82.3437745829633,0,26.95434183,-0.32,28.184661239901,26.7890052804971,23,13572.56372,13743.688769572,13556.1751399999,50.2185143962813,2.433772727,3.426289817,2.40614509448789
2.912989751,12.1135009307399,6.495403249,7.00386525729594,6.4519808969654,4827.053464,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,77.4223964337416,0,8.230678149,-0.19,9.03969614260799,8.04051585331429,20,75000.34069,78038.8696394728,69501.9031901759,141.332997762878,0.652194216,1.085140748,0.620207392813424
6.486908531,12.0306703762276,5.288427102,5.6873267293084,5.00672287829191,4823.019979,83500000000,22.84013636,24.5311691512163,22.0243036210522,0.0,0.0,0.0,85.0682296801034,6,3.659326031,-0.4,3.96084993214393,3.34487158341084,20,32311.41794,33556.8995808547,29439.1311294211,95.9716501808738,0.828726187,4.653797608,0.828532579302312
2.593289434,11.7715523080292,7.999616463,8.60815542471509,7.39411906838335,2012.385992,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,84.4453998626143,0,10.13317026,0.23,10.987108785131,9.98100740684926,9,8441.8081,8577.92035240547,7625.06503673922,84.5463422258219,2.033156104,5.193250125,1.85323060291028
3.032878437,12.9001649263005,11.2164304,11.62649661063,11.2151308216989,2013.312269,73500000000,16.83263074,17.5611642851015,16.0046758237682,0.0,0.0,0.0,89.2442455702645,6,14.67806961,-0.15,14.7478657423221,13.4569171382221,16,22065.09019,22670.5891749511,21419.7862227949,88.2872446597667,0.152084102,0.231015252,0.146972336603633
5.798692221,11.7439641576409,4.610134644,4.74332701185926,4.39580873590348,4826.711711,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,90.2843973963253,0,0.750222048,0.4,0.784010504488837,0.733705344352921,14,6477.407401,7059.23149325013,6459.01926011708,90.7163528452089,0.0,0.084435051,0.0
17.06237657,11.2167760472357,20.25166727,20.8241712380921,20.0958000948666,2962.610254,73500000000,171.6904677,178.266776141746,157.38756850432,0.0,0.0,0.0,83.9234619373958,6,25.83519998,0.0,27.3349566162475,24.9577891128307,16,4781.263719,5061.06777478815,4425.06859155966,58.1623418519297,0.0,0.411221044,0.0
2.442561695,10.6785954981182,3.675154931,3.8578650982967,3.32461592850989,2019.368699,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,41.8005276445974,0,8.961237113,-1.8,8.97372737363359,8.447784134283,21,38198.117,39350.6787435446,36969.7990298428,122.53985142142,0.0,0.973227472,0.0
8.155067328,10.831147995094,20.63295096,21.3425511016647,18.7195135361517,3968.73183,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,74.4645706904157,0,28.3286854,-0.1,30.7518440872216,25.6825778264404,13,12690.91833,12866.2349815965,11678.8485587197,93.2715102543113,0.947532962,1.419408033,0.896189644916448
9.004811562,11.8623543199823,4.451987936,4.49381030331442,4.32003571821196,4822.781222,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,88.482962547866,0,0.534971988,0.163,0.536231842365752,0.521140535567925,11,6610.046012,6673.10280080687,6138.70458482283,91.2596318401802,0.0,0.57252546,0.0
5.477428825,6.96059036704849,15.78376452,16.3179559053907,15.3678833648557,2958.08629,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,77.2032357510269,0,22.90622405,-0.62,23.2316128234675,22.7047251625322,7,71661.39701,77451.3284175182,68902.8174381401,153.098934599951,0.183961175,0.483474119,0.169016108317783
18.39604222,11.3024543693217,3.596764191,3.7592120981903,3.59125306456802,4822.423228,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,95.2783041413682,0,-3.580793644,0.468,-3.57161073207076,-3.83562102136227,9,4596.885791,4990.14518994778,4395.88561921984,80.6712365881129,0.775919302,2.088135267,0.748853464543161
10.44969253,15.0386258500032,5.305079101,5.51073798792552,5.25561853605643,4822.065288,73500000000,49.8552865,54.8398908088317,46.0155194576175,0.08377268,0.0857548360978779,0.0767212875971317,99.6006901796209,4,1.368196437,0.053,1.42368382883352,1.25171687690756,9,2317.795189,2415.62618554194,2234.29015126727,45.2692986928031,0.0,0.442461372,0.0
8.124324397,11.0848564318568,3.619398328,3.74188147787765,3.59145686287385,4820.033649,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,80.9108228042863,0,-1.166847288,0.1,-1.05247339163022,-1.20784336362714,6,22068.03086,24139.5510388328,20413.9498691244,94.1903470308548,0.0,2.990221308,0.0
7.453123504,3.94484744221158,9.899276274,10.1475127698431,9.00058307980349,2959.790571,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,74.5746627341576,0,15.57620298,-1.2,16.7145343177073,14.6863491643198,10,68035.4463,68394.4724901022,62046.6520091785,90.3677999190434,0.098346316,0.257235907,0.0945903160037929
2.137186961,12.2338651876279,6.451625723,6.96027800628464,6.17600956086557,4820.209493,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,47.9560818240638,0,15.79713784,-0.72,16.4550061522232,14.9168217271865,15,39063.64819,42607.4581863734,39063.1363081281,112.542078761073,1.763272195,2.558176064,1.7348370489239
4.347991213,11.7037225590052,3.874031868,4.00249867199481,3.60480551898736,4827.7759,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,44.7623216636308,0,8.715130257,-0.24,8.95822257704568,8.68086603066038,14,74996.02507,75688.7286666064,70895.0965165436,48.8051146949659,0.465212599,1.110796553,0.44870581079827
7.097837691,6.13734915606641,14.27816801,14.4617421722858,13.9841362287125,2959.999307,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,76.5378778144747,0,21.31608178,-0.74,23.1241693568847,19.6106659841105,8,62173.00132,68274.9391065838,61558.5532480601,65.2596422469661,0.025691351,0.059488298,0.023649162472933
2.969982826,13.3412728965157,10.64030867,10.7468980893226,10.3512343449554,2013.4933,73500000000,23.63119209,24.4049517311194,21.410409490189,0.135650316,0.14720228589024,0.135405840810651,81.6451188108863,6,15.27324696,-0.1,15.9277421657204,13.8423010837418,16,15815.87846,16741.1915377543,15012.201142564,104.206322761235,1.897238255,2.619399581,1.71051463295066
15.90131329,13.8370180087451,19.57070435,21.3731897050653,19.0448889556931,2116.69491,83500000000,391.7580213,413.660015934311,372.065497587395,1.623749603,1.67397093587856,1.48157682724945,94.7509017032145,6,23.08525728,0.08,23.8029667031428,20.9183056304199,2,3341.787546,3466.38644015112,3260.73614664931,102.441147472334,0.0751446,0.178254833,0.0695839419246504
5.308385848,12.8427036479749,6.551751736,6.79167216741175,6.3042010170466,4818.458715,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,88.5542663193327,0,6.292618722,-0.1,6.75765357071302,6.07925017150454,3,74996.85705,80196.1511222665,73078.0269960497,82.3296195052178,0.679949013,1.048609164,0.669601417628915
17.74593384,11.2038026528675,3.315822427,3.61123411377863,2.99306454292017,4818.29604,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,85.1352650912201,0,-3.140321648,-0.107,-3.01816096609136,-3.38713977769953,22,14404.34971,15824.6558567455,13830.5234257223,92.4205030836146,0.0,2.028337145,0.0
9.326972158,12.741376740532,4.526503193,4.88101528829274,4.28608329568873,4819.931358,83500000000,27.91307894,30.2116256992167,26.8045463163383,0.017646791,0.0188879709004573,0.0161364710572127,87.9210291505429,5,0.870309365,-0.717,0.871630484431791,0.800157162425949,7,52263.34437,53972.7939392426,50899.6340929303,99.1039197670111,1.482896791,7.582987006,1.37352203638893
3.475011459,13.6585939352648,6.109875205,6.26748706671869,5.90640912670674,2014.741631,73500000000,35.28545472,36.0264303707936,33.0621303307352,0.164173756,0.164634948849919,0.16012996086536,87.3681270021985,6,5.433897753,0.113,5.78761990525065,5.16209550480183,8,22029.12885,23022.139303071,21493.9973620716,137.78454429554,0.898133506,1.819735342,0.895505893054567
8.62418674,5.56588075851263,9.843235177,10.4704474248143,9.757618143336,2960.625523,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,46.5083161232121,0,23.51227116,-0.03,24.1829312212362,21.6502516529537,3,64549.63226,68359.4499185381,62524.781324827,91.5814820958313,0.283726491,0.932102749,0.259856496446282
3.200841762,11.1495278607928,4.827152252,5.12231008599039,4.69044045071593,2012.232076,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,72.9724645321033,0,4.592394168,-0.512,5.04272277742463,4.33238601505046,22,15340.71062,16213.2108456632,14765.7900944583,81.5462859399721,0.590590927,1.281534669,0.565297170610097
8.401434569,11.9287917379541,4.528452574,4.83334609646423,4.27380953069379,4823.184299,83500000000,29.20500901,29.7475202099152,26.3115607566763,0.0,0.0,0.0,72.6603401629633,5,3.697004784,0.027,3.83374759251686,3.44696935615564,20,26519.62426,28628.6499667988,26475.2337460452,48.2847255844966,0.173872073,0.364256629,0.166069401816905
