FSO_Att,Absolute Humidity,Wind Speed,Visibility,Time,Wind Speed Max,Temperature,Temperature Difference,Particulate,Distance,SYNOP Code
7.932879927,15.58296269,1.056207186,67324.23835,15,1.870163076,24.80531538,-0.39,0,2118.499726,0
7.624013232,15.75531084,1.072204627,73359.65967,16,2.143300257,24.91051526,0.38,0,2112.927203,0
7.138667865,15.71781819,0.489330277,66984.65239,16,1.753949054,24.83696539,0.22,0,2120.818831,0
7.261018784,15.5116253,1.070319769,75001.10888,16,1.720642334,24.73160739,0.04,0,2118.314462,0
7.397174494,15.53278346,0.880050907,73284.89321,16,1.324875029,24.56069749,-0.36,0,2117.186008,0
6.979893466,15.49718294,1.214591664,73275.24759,17,1.574226597,24.68266995,-0.2,0,2116.72098,0
7.942099777,15.47761693,2.801693497,69082.19729,17,3.752122455,24.22990085,-0.5,0,2114.59087,0
8.493239828,15.7549209,2.7640588,64458.63162,17,4.009547213,24.74919933,0.12,0,2116.184168,0
8.517275862,15.87520338,2.032238552,56311.99653,17,3.227257039,24.20902388,-0.46,0,2116.609843,0
8.301881857,15.97290705,1.921724474,57727.47709,18,2.918395414,24.23892513,0.04,0,2121.728644,0
7.667259161,16.47847997,3.585836337,48025.1351,18,5.650497716,23.97709717,-0.62,0,2112.346018,0
8.38438772,16.80273099,4.183077055,43431.89382,18,6.605876743,23.81454824,-1,0,2113.895723,0
7.653096188,17.19815745,1.980878387,47215.26849,18,3.07117352,23.5651602,-0.66,0,2116.164224,0
7.314864209,17.45209481,2.058357013,54726.25227,19,3.962970432,24.00986271,0.04,0,2113.039955,0
7.725147749,17.00828404,2.693610761,65397.18459,19,4.923859165,24.10969333,0.35,0,2113.839658,0
7.465237527,17.61815353,1.356298003,56766.52603,19,2.617911917,23.9884585,0.2,0,2115.753076,0
7.802472885,17.45104458,2.59193059,53538.61417,19,4.080854806,23.81801946,-0.16,0,2113.510248,0
7.931292602,17.37049409,1.539736841,51793.24876,20,2.371033372,24.17033142,0.46,0,2114.676661,0
9.68875982,17.35341468,1.204813718,7917.023277,20,3.846754731,24.42712926,0.4,190.5771486,2114.326609,6
9.860963225,17.24277939,0.688721733,7801.012785,20,2.02835138,24.22335521,0.4,196.0201278,2113.137305,6
9.808266412,17.19837308,0.704092577,11324.48906,20,1.946388053,24.16105627,0.34,94.38857341,2115.111762,5
8.599334464,17.29528993,1.019269945,23929.56562,20,2.516561712,24.09449259,0.18,22.99609406,2112.049938,5
7.277699991,17.21210368,1.756859569,45993.81887,20,2.405212067,24.00469593,0.3,0,2120.636581,0
9.09374702,17.3487281,2.352939262,26802.06558,20,4.855965514,23.93750142,-0.12,12.99882716,2117.088849,5
8.436428324,17.23080847,2.594868202,26972.95111,20,4.801328683,23.8801154,-0.27,12.78991519,2112.183272,5
8.207996223,17.39146896,2.268792066,30064.79734,20,5.460498875,23.83956268,-0.49,0,2118.0283,5
7.364174148,17.46928694,1.34461179,38095.46983,20,2.471973001,23.78893077,-0.46,0,2120.991061,0
7.938157177,17.34923597,1.483228894,31482.05702,20,2.511912107,23.64670311,-0.66,11.11929071,2118.07975,6
7.722302687,17.41769476,1.366441797,32778.2465,20,3.038990283,23.7412048,-0.64,10.88299917,2113.867333,6
7.94989863,17.34724643,2.275112848,33947.36018,20,3.237746642,23.84524612,-0.48,12.91400019,2118.942219,6
7.929780242,17.19623491,2.187621957,38467.69235,20,4.019842349,23.79617216,-0.28,13.09769158,2114.479774,6
7.249572814,17.40563847,1.076364797,42009.01416,21,4.123006722,23.8642922,-0.14,0,2117.456547,6
8.019803139,17.43916278,1.690495497,36417.61996,21,2.344074301,23.41460522,-0.4,0,2118.51573,0
8.990354163,17.75427746,1.638313767,26728.68334,21,3.365748634,23.32322876,-0.6,10.0306166,2113.176313,6
8.422646496,17.47660957,2.622828474,34745.24144,21,4.032423015,23.36910434,-0.54,0,2121.765668,6
9.303899354,17.65523401,1.186043658,27238.28777,21,1.569931108,23.67540185,-0.26,21.75844331,2113.989903,6
10.41826348,17.58735296,1.167983028,16301.72331,21,1.873227685,23.41832345,-0.36,55.45183939,2115.064664,6
10.55477252,17.55967519,1.280838013,13979.02719,21,2.084131559,23.35984357,-0.52,54.48334706,2117.084219,6
7.499934246,17.73295802,0.812238509,57633.05136,22,1.636307317,23.57245649,0.06,0,2120.450187,0
7.096187274,17.80198621,1.270569962,41636.36951,22,2.464554961,23.03646796,-0.14,0,2121.966002,0
7.763390352,17.92995675,0.778573911,29835.76512,22,0.964579978,23.16928525,0,0,2119.821712,0
7.777709587,17.76752862,2.030705082,35513.66547,22,2.777260399,22.96664974,-0.6,0,2121.941285,0
7.249875691,17.88721698,1.841460807,32102.65084,23,2.686292731,22.99565633,-0.1,0,2112.684344,0
7.56371887,18.18968834,0.182264575,23189.59356,23,0.242945424,22.67095968,-0.6,0,2115.935836,0
7.265818603,18.09593903,0.520639858,27976.12322,23,0.704049411,22.75183074,-0.72,0,2115.25864,0
8.03995734,17.92680131,0.845471917,30153.36582,23,0.980366212,22.93604186,0.09,14.17198142,2116.009865,6
