RFL_Att,Temperature,Relative Humidity,Visibility (m),Temperature Difference,Absolute Humidity,Time,Frequency,Distance,Rain Intensity,SYNOP Code
5.317793782,23.16277823,87.09556981,21811.75831,0.96,18.12900013,1,73500000000,2117.985413,0,5
5.256931818,23.25412168,85.80618231,24611.33419,1,18.04235536,1,73500000000,2118.416606,0,5
5.33636064,23.24475914,87.03444456,20244.37059,1,18.10379685,1,73500000000,2119.11153,0,5
5.312230184,23.32295702,86.86304728,16435.39085,1.06,18.25486815,1,73500000000,2121.268366,0,5
5.20519642,23.26831163,87.41497861,18257.16853,1.1,18.17980378,1,73500000000,2121.071466,0,5
5.205236961,23.43188764,84.22191891,30378.71884,1.26,17.80043932,1,73500000000,2117.220069,0,6
5.063610656,23.55309524,83.00306923,35786.21469,1.24,17.79921968,1,73500000000,2116.204152,0,6
5.207939824,23.68637629,86.31279139,18520.14426,1.2,18.36672958,1,73500000000,2117.88796,0,0
5.458992231,24.24532783,85.76492974,22204.09246,1.53,18.82820044,1,73500000000,2119.86554,0,0
5.258133043,23.984965,84.69821559,24952.21637,0.7,18.47041331,2,73500000000,2120.719319,0,5
5.258933282,23.95081099,85.4719369,23183.39348,0.7,18.46382576,2,73500000000,2118.990728,0,5
5.111785675,24.06442643,81.567803,38513.28551,0.67,17.90448189,2,73500000000,2115.688297,0,0
4.836820342,24.441182,81.16997103,32444.41638,0.5,17.98178098,2,73500000000,2116.535405,0,0
4.868263075,24.58382591,81.96936254,29514.64634,0.96,18.48392569,2,73500000000,2116.86312,0,0
4.505614337,25.4015255,73.8169354,70262.14155,1.1,17.35711658,3,73500000000,2116.412023,0,0
4.158149602,25.97765967,69.76884591,74997.05349,1.58,16.90386208,3,73500000000,2114.593647,0,0
4.163807121,26.00449502,69.85958359,74998.79058,1.04,17.18241192,3,73500000000,2115.638805,0,0
3.74005621,25.70479226,68.71882259,70557.32454,0.47,16.48155282,3,73500000000,2115.82704,0,0
4.07809729,26.03713059,67.93974539,68619.89244,0.24,16.62837857,4,73500000000,2117.461231,0,0
4.441130128,26.36442994,66.69542688,59265.94075,0.24,16.60253563,4,73500000000,2121.029528,0,0
4.504451678,25.91332391,69.44448447,39162.38115,0.31,17.02610835,4,73500000000,2118.666802,0,0
4.391258949,26.44641281,69.87228042,44319.65201,0.3,17.26975132,4,73500000000,2120.086474,0,0
4.213017869,26.61021151,67.74504603,58950.6217,0.34,17.17357215,5,73500000000,2120.101512,0,0
4.577729157,27.12589812,66.99726725,51128.62617,1.16,17.38169964,5,73500000000,2116.471473,0,0
4.500171882,27.13389508,67.55136989,48060.05352,0.9,17.6028469,5,73500000000,2116.539578,0,0
4.658873201,27.48768655,67.44391699,53154.07374,0.9,17.85025803,5,73500000000,2112.038422,0,0
4.720155757,27.67760188,66.94919416,51259.98868,0.63,17.9533591,5,73500000000,2118.495153,0,0
4.879123883,28.02084163,66.50960039,46313.67768,0.74,17.99473271,6,73500000000,2120.892144,0,0
5.352537421,28.42045065,65.38563512,52766.60866,0.98,18.38088829,6,73500000000,2120.681237,0,0
5.120378357,27.98503807,65.89125648,54143.64653,0.36,18.01314241,6,73500000000,2113.799924,0,0
5.143272946,28.11802284,65.13924546,48150.64081,0.16,17.77145952,6,73500000000,2116.588025,0,0
5.084055084,28.04812523,66.54653545,46849.05454,-0.34,18.34390232,7,73500000000,2120.966274,0,0
4.581434622,26.65553955,71.48649677,48560.25121,-1.36,18.16467648,7,73500000000,2115.645197,0,0
4.823591132,25.52112396,82.05279074,40031.83918,-2.46,19.45277958,7,73500000000,2119.266546,0,0
6.281408495,25.30361698,83.30027523,18233.75467,-2.77,19.42212084,7,73500000000,2116.425588,0.977959354,6
5.158082766,25.24275749,82.07740457,31195.19761,-2.74,19.39952557,7,73500000000,2118.291927,0.518412353,6
4.763847173,25.30494906,82.10326987,48799.26765,-2.83,19.22714689,7,73500000000,2121.746506,0,6
4.708731479,25.80900475,78.298299,49084.13283,-2.37,18.86327975,7,73500000000,2113.83253,0,0
5.953914902,28.21231382,64.97631634,65760.06904,2.57,17.99182545,8,73500000000,2115.778252,0,0
6.177107911,28.11882414,65.88237605,60964.04208,2.8,18.07079083,8,73500000000,2119.629522,0,0
5.495411426,27.44689131,67.10099566,57626.14643,2.08,17.75002017,8,73500000000,2117.870015,0,0
4.311701234,26.38853108,72.15663305,49515.15217,-0.36,18.17541273,8,73500000000,2117.208298,0,0
4.694085728,26.9335663,69.29732377,49523.00127,-0.82,17.88314636,9,73500000000,2113.109089,0,0
4.53306468,27.02218604,66.9785045,54368.4085,-0.5,17.28507813,9,73500000000,2117.288193,0,0
4.543231066,26.68800095,68.66156366,48555.2559,0.24,17.49691687,9,73500000000,2120.427496,0,0
4.367143538,26.67110152,69.15234166,48015.36141,-0.36,17.41414745,9,73500000000,2114.491292,0,0
4.341446062,26.67215305,69.77594897,45221.65833,-0.6,17.66162575,9,73500000000,2114.465632,0,0
4.552277671,26.51966733,72.11343468,40247.17859,-0.3,18.06919115,10,73500000000,2114.102572,0,0
4.387098598,26.36805592,72.81473037,40119.47735,-0.37,18.19285425,10,73500000000,2113.645108,0,0
4.562298242,26.25978332,73.56653787,32796.82727,-0.43,18.13972287,10,73500000000,2115.503499,0,0
4.497585039,26.27088069,73.8913479,31177.48677,-0.3,18.25484054,10,73500000000,2116.402956,0,0
4.243282186,26.04700471,73.34856412,37399.38665,-0.2,17.89068841,11,73500000000,2119.618214,0,0
4.11113786,25.87906311,72.6614744,40024.63414,-0.23,17.77201287,11,73500000000,2118.126226,0,0
4.168146618,25.8772487,71.84522983,46838.36413,-0.3,17.36415375,11,73500000000,2121.365062,0,0
4.046099167,25.94445706,70.92915013,50284.60105,-0.1,17.38540435,12,73500000000,2121.615944,0,0
4.082190658,25.84019965,71.47844821,52119.84657,-0.2,17.187908,12,73500000000,2119.897947,0,0
4.22341471,25.84748039,71.20787342,44747.82055,0,17.28245183,12,73500000000,2115.847758,0,0
4.135842686,25.82739159,71.38427493,53541.76994,-0.2,17.1020744,12,73500000000,2121.772154,0,0
4.31327377,25.62192845,70.52220465,46411.05979,-0.13,17.04355397,13,73500000000,2113.704157,0,0
4.191325058,25.58807428,71.77576306,48990.81377,-0.37,17.17051413,13,73500000000,2112.836475,0,0
4.291843708,25.50992814,72.69490893,45890.82757,-0.2,17.24707981,13,73500000000,2114.410851,0,0
4.258544938,25.85857453,69.90947548,53963.36234,0.07,16.87879814,13,73500000000,2116.002638,0,0
4.145900135,25.61225658,70.53997683,53300.5594,0.23,17.12275858,14,73500000000,2121.073669,0,0
4.273672625,25.47303448,73.14575728,46248.54017,-0.4,17.18323098,14,73500000000,2112.704584,0,0
4.1423989,25.62265622,72.47767148,49938.80152,-0.2,17.19513822,14,73500000000,2120.945844,0,0
4.128714771,25.55443894,71.8348503,58034.29461,-0.03,17.10257045,15,73500000000,2114.402834,0,0
4.122259919,25.38469383,71.96291922,56893.12206,0.03,17.04943902,15,73500000000,2113.420879,0,0
4.009763458,25.51861788,71.46624236,66744.97889,-0.1,16.89506297,15,73500000000,2113.977775,0,0
4.084711034,25.45644024,70.67701161,66774.20728,-0.1,16.80543129,15,73500000000,2119.488565,0,0
4.270918178,25.20284668,71.91132699,64567.19463,-0.2,16.86129434,15,73500000000,2119.661446,0,0
4.019001363,24.99943671,74.06546415,59126.59276,-0.3,16.98646123,16,73500000000,2118.856471,0,0
4.126121753,24.72763432,75.32884288,58751.53055,-0.53,17.21320946,16,73500000000,2114.852668,0,0
